release_version,sample_id,item_index,additive_name_raw,additive_name,amount_raw,amount_value,amount_unit,gold_label,binary_label,food_category_code,food_category_name,category_path_codes,category_path_names,evidence_status,evidence_rule_category_code,evidence_rule_category_name,evidence_additive_name,cns,ins,max_amount,rule_unit,remark,calculation_basis,candidate_rule_count,source_standard,correction_applied
partial-dataset-v1.0.0,37,1,β-胡萝卜素,β-胡萝卜素,0.6g/kg,0.6,g/kg,SAFE,SAFE,06.09,谷类和淀粉类甜品(如米布丁、木薯布丁),06.09 > 06.0,"谷类和淀粉类甜品(如米布丁、木薯布丁) > 粮食和粮食制品,包括大米、面粉、杂粮、块根植物、豆类和玉米提取的淀粉等(不包括07.0类焙烤制品)",supporting_rule_found,06.09,谷类和淀粉类甜品(如米布丁、木薯布丁),β-胡萝卜素,8.01,160a,1.0,g/kg,,,1,GB 2760-2024,False
partial-dataset-v1.0.0,37,2,双乙酰酒石酸单双甘油酯,双乙酰酒石酸单双甘油酯,4.0g/kg,4.0,g/kg,SAFE,SAFE,06.09,谷类和淀粉类甜品(如米布丁、木薯布丁),06.09 > 06.0,"谷类和淀粉类甜品(如米布丁、木薯布丁) > 粮食和粮食制品,包括大米、面粉、杂粮、块根植物、豆类和玉米提取的淀粉等(不包括07.0类焙烤制品)",supporting_rule_found,06.09,谷类和淀粉类甜品(如米布丁、木薯布丁),双乙酰酒石酸单双甘油酯,10.01,472e,5.0,g/kg,,,1,GB 2760-2024,False
partial-dataset-v1.0.0,37,3,甲基纤维素,甲基纤维素,0.1g/kg,0.1,g/kg,RISK_FORBIDDEN,RISK,06.09,谷类和淀粉类甜品(如米布丁、木薯布丁),06.09 > 06.0,"谷类和淀粉类甜品(如米布丁、木薯布丁) > 粮食和粮食制品,包括大米、面粉、杂粮、块根植物、豆类和玉米提取的淀粉等(不包括07.0类焙烤制品)",no_authorization_on_category_path,,,,,,,,,,0,GB 2760-2024,False
partial-dataset-v1.0.0,38,1,β-胡萝卜素,β-胡萝卜素,0.8g/kg,0.8,g/kg,SAFE,SAFE,01.06.05,干酪类似品,01.06.05 > 01.06 > 01.0,干酪类似品 > 干酪、再制干酪、干酪制品及干酪类似品 > 乳及乳制品(13.0特殊膳食用食品涉及品种除外),supporting_rule_found,01.06.05,干酪类似品,β-胡萝卜素,8.01,160a,1.0,g/kg,,,1,GB 2760-2024,False
partial-dataset-v1.0.0,38,2,阿斯巴甜,阿斯巴甜,1.5g/kg,1.5,g/kg,RISK_OVERLIMIT,RISK,01.06.05,干酪类似品,01.06.05 > 01.06 > 01.0,干酪类似品 > 干酪、再制干酪、干酪制品及干酪类似品 > 乳及乳制品(13.0特殊膳食用食品涉及品种除外),supporting_rule_found,01.06.05,干酪类似品,阿斯巴甜,19.004,951,1.0,g/kg,,,1,GB 2760-2024,False
partial-dataset-v1.0.0,38,3,山梨酸及其钾盐,山梨酸及其钾盐,0.9g/kg,0.9,g/kg,SAFE,SAFE,01.06.05,干酪类似品,01.06.05 > 01.06 > 01.0,干酪类似品 > 干酪、再制干酪、干酪制品及干酪类似品 > 乳及乳制品(13.0特殊膳食用食品涉及品种除外),supporting_rule_found,01.06,干酪、再制干酪、干酪制品及干酪类似品,"山梨酸及其钾盐(包括山梨酸,山梨酸钾)",17.003,200,1.0,g/kg,,以山梨酸计,1,GB 2760-2024,False
partial-dataset-v1.0.0,38,4,胭脂虫红及其铝色淀,胭脂虫红及其铝色淀,0.15g/kg,0.15,g/kg,RISK_OVERLIMIT,RISK,01.06.05,干酪类似品,01.06.05 > 01.06 > 01.0,干酪类似品 > 干酪、再制干酪、干酪制品及干酪类似品 > 乳及乳制品(13.0特殊膳食用食品涉及品种除外),supporting_rule_found,01.06,干酪、再制干酪、干酪制品及干酪类似品,"胭脂虫红及其铝色淀(包括胭脂虫红,胭脂虫红铝色淀)",8.145,120,0.1,g/kg,,以胭脂红酸计,1,GB 2760-2024,False
partial-dataset-v1.0.0,39,1,山梨酸及其钾盐,山梨酸及其钾盐,0.3g/kg,0.3,g/kg,SAFE,SAFE,03.03,风味冰、冰棍类,03.03 > 03.0,风味冰、冰棍类 > 冷冻饮品,supporting_rule_found,03.03,风味冰、冰棍类,"山梨酸及其钾盐(包括山梨酸,山梨酸钾)",17.003,200,0.5,g/kg,,以山梨酸计,1,GB 2760-2024,False
partial-dataset-v1.0.0,39,2,苯甲酸及其钠盐,苯甲酸及其钠盐,0.8g/kg,0.8,g/kg,SAFE,SAFE,03.03,风味冰、冰棍类,03.03 > 03.0,风味冰、冰棍类 > 冷冻饮品,supporting_rule_found,03.03,风味冰、冰棍类,"苯甲酸及其钠盐(包括苯甲酸,苯甲酸钠)",17.001,210,1.0,g/kg,,以苯甲酸计,1,GB 2760-2024,False
partial-dataset-v1.0.0,40,1,阿斯巴甜,阿斯巴甜,0.6g/kg,0.6,g/kg,SAFE,SAFE,04.03.02.05,经水煮或油炸的藻类,04.03.02.05 > 04.03.02 > 04.03 > 04.0,经水煮或油炸的藻类 > 加工食用菌和藻类 > 食用菌和藻类 > 水果、蔬菜(包括块根类)、豆类、食用菌、藻类、坚果以及籽类等,supporting_rule_found,04.03.02.05,经水煮或油炸的藻类,阿斯巴甜,19.004,951,1.0,g/kg,,,1,GB 2760-2024,False
partial-dataset-v1.0.0,40,2,双乙酰酒石酸单双甘油酯,双乙酰酒石酸单双甘油酯,3.75g/kg,3.75,g/kg,RISK_OVERLIMIT,RISK,04.03.02.05,经水煮或油炸的藻类,04.03.02.05 > 04.03.02 > 04.03 > 04.0,经水煮或油炸的藻类 > 加工食用菌和藻类 > 食用菌和藻类 > 水果、蔬菜(包括块根类)、豆类、食用菌、藻类、坚果以及籽类等,supporting_rule_found,04.03.02.05,经水煮或油炸的藻类,双乙酰酒石酸单双甘油酯,10.01,472e,2.5,g/kg,,,1,GB 2760-2024,False
partial-dataset-v1.0.0,40,3,安赛蜜,安赛蜜,0.25g/kg,0.25,g/kg,SAFE,SAFE,04.03.02.05,经水煮或油炸的藻类,04.03.02.05 > 04.03.02 > 04.03 > 04.0,经水煮或油炸的藻类 > 加工食用菌和藻类 > 食用菌和藻类 > 水果、蔬菜(包括块根类)、豆类、食用菌、藻类、坚果以及籽类等,supporting_rule_found,04.03.02,加工食用菌和藻类(04.03.02.01冷冻食用菌和藻类除外),安赛蜜,19.011,950,0.3,g/kg,,,1,GB 2760-2024,False
partial-dataset-v1.0.0,41,1,"胭脂树橙(又名红木素,降红木素)","胭脂树橙(又名红木素,降红木素)",0.03g/kg,0.03,g/kg,SAFE,SAFE,02.02.01.02,人造黄油(人造奶油)及其类似制品(如黄油和人造黄油混合品),02.02.01.02 > 02.02.01 > 02.02 > 02.0,"人造黄油(人造奶油)及其类似制品(如黄油和人造黄油混合品) > 脂肪含量80%以上的乳化制品 > 水油状脂肪乳化制品 > 脂肪,油和乳化脂肪制品",supporting_rule_found,02.02.01.02,人造黄油(人造奶油)及其类似制品(如黄油和人造黄油混合品),"胭脂树橙(又名红木素,降红木素)",8.144,160b,0.05,g/kg,,,1,GB 2760-2024,False
partial-dataset-v1.0.0,41,2,栀子黄,栀子黄,1.2g/kg,1.2,g/kg,SAFE,SAFE,02.02.01.02,人造黄油(人造奶油)及其类似制品(如黄油和人造黄油混合品),02.02.01.02 > 02.02.01 > 02.02 > 02.0,"人造黄油(人造奶油)及其类似制品(如黄油和人造黄油混合品) > 脂肪含量80%以上的乳化制品 > 水油状脂肪乳化制品 > 脂肪,油和乳化脂肪制品",supporting_rule_found,02.02.01.02,人造黄油(人造奶油)及其类似制品(如黄油和人造黄油混合品),栀子黄,8.112,164,1.5,g/kg,,,1,GB 2760-2024,False
partial-dataset-v1.0.0,41,3,迷迭香提取物,迷迭香提取物,0.5g/kg,0.5,g/kg,SAFE,SAFE,02.02.01.02,人造黄油(人造奶油)及其类似制品(如黄油和人造黄油混合品),02.02.01.02 > 02.02.01 > 02.02 > 02.0,"人造黄油(人造奶油)及其类似制品(如黄油和人造黄油混合品) > 脂肪含量80%以上的乳化制品 > 水油状脂肪乳化制品 > 脂肪,油和乳化脂肪制品",supporting_rule_found,02.02.01,脂肪含量80%以上的乳化制品,迷迭香提取物,4.017,392,0.7,g/kg,,,1,GB 2760-2024,False
partial-dataset-v1.0.0,41,4,β-胡萝卜素,β-胡萝卜素,1.2g/kg,1.2,g/kg,RISK_OVERLIMIT,RISK,02.02.01.02,人造黄油(人造奶油)及其类似制品(如黄油和人造黄油混合品),02.02.01.02 > 02.02.01 > 02.02 > 02.0,"人造黄油(人造奶油)及其类似制品(如黄油和人造黄油混合品) > 脂肪含量80%以上的乳化制品 > 水油状脂肪乳化制品 > 脂肪,油和乳化脂肪制品",supporting_rule_found,02.02,水油状脂肪乳化制品(02.02.01.01黄油和浓缩黄油除外),β-胡萝卜素,8.01,160a,1.0,g/kg,,,1,GB 2760-2024,False
partial-dataset-v1.0.0,42,1,"日落黄及其铝色淀(包括日落黄,日落黄铝色淀)","日落黄及其铝色淀(包括日落黄,日落黄铝色淀)",0.012g/kg,0.012,g/kg,SAFE,SAFE,06.09,谷类和淀粉类甜品(如米布丁、木薯布丁),06.09 > 06.0,"谷类和淀粉类甜品(如米布丁、木薯布丁) > 粮食和粮食制品,包括大米、面粉、杂粮、块根植物、豆类和玉米提取的淀粉等(不包括07.0类焙烤制品)",supporting_rule_found,06.09,谷类和淀粉类甜品(如米布丁、木薯布丁),"日落黄及其铝色淀(包括日落黄,日落黄铝色淀)",8.006,110,0.02,g/kg,"如用于布丁粉,按冲调倍数增加使用量",以日落黄计,1,GB 2760-2024,False
partial-dataset-v1.0.0,42,2,双乙酰酒石酸单双甘油酯,双乙酰酒石酸单双甘油酯,7.5g/kg,7.5,g/kg,RISK_OVERLIMIT,RISK,06.09,谷类和淀粉类甜品(如米布丁、木薯布丁),06.09 > 06.0,"谷类和淀粉类甜品(如米布丁、木薯布丁) > 粮食和粮食制品,包括大米、面粉、杂粮、块根植物、豆类和玉米提取的淀粉等(不包括07.0类焙烤制品)",supporting_rule_found,06.09,谷类和淀粉类甜品(如米布丁、木薯布丁),双乙酰酒石酸单双甘油酯,10.01,472e,5.0,g/kg,,,1,GB 2760-2024,False
partial-dataset-v1.0.0,43,1,"胭脂树橙(又名红木素,降红木素)","胭脂树橙(又名红木素,降红木素)",0.36g/kg,0.36,g/kg,SAFE,SAFE,01.06.02,熟化干酪,01.06.02 > 01.06 > 01.0,熟化干酪 > 干酪、再制干酪、干酪制品及干酪类似品 > 乳及乳制品(13.0特殊膳食用食品涉及品种除外),supporting_rule_found,01.06.02,熟化干酪,"胭脂树橙(又名红木素,降红木素)",8.144,160b,0.6,g/kg,,,1,GB 2760-2024,False
partial-dataset-v1.0.0,43,2,β-胡萝卜素,β-胡萝卜素,1.5g/kg,1.5,g/kg,RISK_OVERLIMIT,RISK,01.06.02,熟化干酪,01.06.02 > 01.06 > 01.0,熟化干酪 > 干酪、再制干酪、干酪制品及干酪类似品 > 乳及乳制品(13.0特殊膳食用食品涉及品种除外),supporting_rule_found,01.06.02,熟化干酪,β-胡萝卜素,8.01,160a,1.0,g/kg,,,1,GB 2760-2024,False
partial-dataset-v1.0.0,43,3,乳酸脂肪酸甘油酯,乳酸脂肪酸甘油酯,0.1g/kg,0.1,g/kg,RISK_FORBIDDEN,RISK,01.06.02,熟化干酪,01.06.02 > 01.06 > 01.0,熟化干酪 > 干酪、再制干酪、干酪制品及干酪类似品 > 乳及乳制品(13.0特殊膳食用食品涉及品种除外),no_authorization_on_category_path,,,,,,,,,,0,GB 2760-2024,False
partial-dataset-v1.0.0,44,1,"L(+)-酒石酸,dl-酒石酸","L(+)-酒石酸,dl-酒石酸",2g/kg,2.0,g/kg,SAFE,SAFE,04.02.02.03,腌渍的蔬菜,04.02.02.03 > 04.02.02 > 04.02 > 04.0,腌渍的蔬菜 > 加工蔬菜 > 蔬菜 > 水果、蔬菜(包括块根类)、豆类、食用菌、藻类、坚果以及籽类等,supporting_rule_found,04.02.02.03,腌渍的蔬菜,"L(+)-酒石酸,dl-酒石酸",1.111,334,3.0,g/kg,,酒石酸,1,GB 2760-2024,False
partial-dataset-v1.0.0,44,2,β-胡萝卜素,β-胡萝卜素,0.13g/kg,0.13,g/kg,SAFE,SAFE,04.02.02.03,腌渍的蔬菜,04.02.02.03 > 04.02.02 > 04.02 > 04.0,腌渍的蔬菜 > 加工蔬菜 > 蔬菜 > 水果、蔬菜(包括块根类)、豆类、食用菌、藻类、坚果以及籽类等,supporting_rule_found,04.02.02.03,腌渍的蔬菜,β-胡萝卜素,8.01,160a,0.132,g/kg,,,1,GB 2760-2024,False
partial-dataset-v1.0.0,44,3,β-环状糊精,β-环状糊精,0.6g/kg,0.6,g/kg,RISK_OVERLIMIT,RISK,04.02.02.03,腌渍的蔬菜,04.02.02.03 > 04.02.02 > 04.02 > 04.0,腌渍的蔬菜 > 加工蔬菜 > 蔬菜 > 水果、蔬菜(包括块根类)、豆类、食用菌、藻类、坚果以及籽类等,supporting_rule_found,04.02.02.03,腌渍的蔬菜,β-环状糊精,20.024,459,0.5,g/kg,,,1,GB 2760-2024,False
partial-dataset-v1.0.0,44,4,纽甜,纽甜,0.03g/kg,0.03,g/kg,RISK_OVERLIMIT,RISK,04.02.02.03,腌渍的蔬菜,04.02.02.03 > 04.02.02 > 04.02 > 04.0,腌渍的蔬菜 > 加工蔬菜 > 蔬菜 > 水果、蔬菜(包括块根类)、豆类、食用菌、藻类、坚果以及籽类等,supporting_rule_found,04.02.02.03,腌渍的蔬菜,纽甜,19.019,961,0.01,g/kg,,,2,GB 2760-2024,True
partial-dataset-v1.0.0,45,1,纽甜,纽甜,0.15g/kg,0.15,g/kg,RISK_OVERLIMIT,RISK,12.10.02.01,蛋黄酱、沙拉酱,12.10.02.01 > 12.10.02 > 12.10 > 12.0,蛋黄酱、沙拉酱 > 半固体复合调味料 > 复合调味料 > 调味品,supporting_rule_found,12.10,复合调味料,纽甜,19.019,961,0.07,g/kg,,,1,GB 2760-2024,False
partial-dataset-v1.0.0,45,2,β-胡萝卜素,β-胡萝卜素,1.5g/kg,1.5,g/kg,SAFE,SAFE,12.10.02.01,蛋黄酱、沙拉酱,12.10.02.01 > 12.10.02 > 12.10 > 12.0,蛋黄酱、沙拉酱 > 半固体复合调味料 > 复合调味料 > 调味品,supporting_rule_found,12.10.02,半固体复合调味料,β-胡萝卜素,8.01,160a,2.0,g/kg,,,1,GB 2760-2024,False
partial-dataset-v1.0.0,45,3,阿斯巴甜,阿斯巴甜,2.5g/kg,2.5,g/kg,RISK_OVERLIMIT,RISK,12.10.02.01,蛋黄酱、沙拉酱,12.10.02.01 > 12.10.02 > 12.10 > 12.0,蛋黄酱、沙拉酱 > 半固体复合调味料 > 复合调味料 > 调味品,supporting_rule_found,12.10.02,半固体复合调味料,阿斯巴甜,19.004,951,2.0,g/kg,,,1,GB 2760-2024,False
partial-dataset-v1.0.0,46,1,甜蜜素,甜蜜素,0.5g/kg,0.5,g/kg,SAFE,SAFE,04.04.02.01,腐乳类,04.04.02.01 > 04.04.02 > 04.04 > 04.0,腐乳类 > 发酵豆制品 > 豆类制品 > 水果、蔬菜(包括块根类)、豆类、食用菌、藻类、坚果以及籽类等,supporting_rule_found,04.04.02.01,腐乳类,"甜蜜素,环己基",19.002,952(iv),0.65,g/kg,,以环己基氨基磺酸计,1,GB 2760-2024,False
partial-dataset-v1.0.0,46,2,蔗糖素,蔗糖素,1.5g/kg,1.5,g/kg,RISK_OVERLIMIT,RISK,04.04.02.01,腐乳类,04.04.02.01 > 04.04.02 > 04.04 > 04.0,腐乳类 > 发酵豆制品 > 豆类制品 > 水果、蔬菜(包括块根类)、豆类、食用菌、藻类、坚果以及籽类等,supporting_rule_found,04.04.02.01,腐乳类,三氯蔗糖(又名蔗糖素),19.016,955,1.0,g/kg,,,1,GB 2760-2024,False
partial-dataset-v1.0.0,46,3,脱氢乙酸及其钠盐,脱氢乙酸及其钠盐,0.25g/kg,0.25,g/kg,SAFE,SAFE,04.04.02.01,腐乳类,04.04.02.01 > 04.04.02 > 04.04 > 04.0,腐乳类 > 发酵豆制品 > 豆类制品 > 水果、蔬菜(包括块根类)、豆类、食用菌、藻类、坚果以及籽类等,supporting_rule_found,04.04.02,发酵豆制品,"脱氢乙酸及其钠盐(包括脱氢乙酸,脱氢乙酸钠)",17.009,265,0.3,g/kg,,以脱氢乙酸计,1,GB 2760-2024,False
partial-dataset-v1.0.0,47,1,蔗糖素,蔗糖素,0.5g/kg,0.5,g/kg,RISK_OVERLIMIT,RISK,04.04.01.05,新型豆制品(大豆蛋白及其膨化食品、大豆素肉等),04.04.01.05 > 04.04.01 > 04.04 > 04.0,新型豆制品(大豆蛋白及其膨化食品、大豆素肉等) > 非发酵豆制品 > 豆类制品 > 水果、蔬菜(包括块根类)、豆类、食用菌、藻类、坚果以及籽类等,supporting_rule_found,04.04.01.05,新型豆制品(大豆蛋白及其膨化食品、大豆素肉等),三氯蔗糖(又名蔗糖素),19.016,955,0.4,g/kg,,,1,GB 2760-2024,False
partial-dataset-v1.0.0,47,2,甜菊糖苷,甜菊糖苷,0.072g/kg,0.072,g/kg,SAFE,SAFE,04.04.01.05,新型豆制品(大豆蛋白及其膨化食品、大豆素肉等),04.04.01.05 > 04.04.01 > 04.04 > 04.0,新型豆制品(大豆蛋白及其膨化食品、大豆素肉等) > 非发酵豆制品 > 豆类制品 > 水果、蔬菜(包括块根类)、豆类、食用菌、藻类、坚果以及籽类等,supporting_rule_found,04.04.01.05,新型豆制品(大豆蛋白及其 膨 化 食 品、大豆素肉等),甜菊糖苷,19.008,960a,0.09,g/kg,,以甜菊醇当量计,1,GB 2760-2024,False
partial-dataset-v1.0.0,47,3,碳酸氢钾,碳酸氢钾,0.1g/kg,0.1,g/kg,RISK_FORBIDDEN,RISK,04.04.01.05,新型豆制品(大豆蛋白及其膨化食品、大豆素肉等),04.04.01.05 > 04.04.01 > 04.04 > 04.0,新型豆制品(大豆蛋白及其膨化食品、大豆素肉等) > 非发酵豆制品 > 豆类制品 > 水果、蔬菜(包括块根类)、豆类、食用菌、藻类、坚果以及籽类等,no_authorization_on_category_path,,,,,,,,,,0,GB 2760-2024,False
partial-dataset-v1.0.0,47,4,丙酸及其钠盐、钙盐,丙酸及其钠盐、钙盐,2.0g/kg,2.0,g/kg,SAFE,SAFE,04.04.01.05,新型豆制品(大豆蛋白及其膨化食品、大豆素肉等),04.04.01.05 > 04.04.01 > 04.04 > 04.0,新型豆制品(大豆蛋白及其膨化食品、大豆素肉等) > 非发酵豆制品 > 豆类制品 > 水果、蔬菜(包括块根类)、豆类、食用菌、藻类、坚果以及籽类等,supporting_rule_found,04.04,豆类制品,"丙酸及其钠盐、钙盐(包括丙酸,丙酸钠,丙酸钙)",17.029,280,2.5,g/kg,,以丙酸计,1,GB 2760-2024,False
partial-dataset-v1.0.0,48,1,β-胡萝卜素,β-胡萝卜素,0.8g/kg,0.8,g/kg,SAFE,SAFE,09.04.03,熏、烤水产品,09.04.03 > 09.04 > 09.0,熏、烤水产品 > 熟制水产品(可直接食用) > 水产及其制品(包括鱼类、甲壳类、贝类、软体类、棘皮类等水产及其加工制品等),supporting_rule_found,09.04,熟制水产品(可直接食用),β-胡萝卜素,8.01,160a,1.0,g/kg,,,1,GB 2760-2024,False
partial-dataset-v1.0.0,48,2,硫酸亚铁,硫酸亚铁,0.1g/kg,0.1,g/kg,RISK_FORBIDDEN,RISK,09.04.03,熏、烤水产品,09.04.03 > 09.04 > 09.0,熏、烤水产品 > 熟制水产品(可直接食用) > 水产及其制品(包括鱼类、甲壳类、贝类、软体类、棘皮类等水产及其加工制品等),no_authorization_on_category_path,,,,,,,,,,0,GB 2760-2024,False
partial-dataset-v1.0.0,48,3,阿斯巴甜,阿斯巴甜,0.5g/kg,0.5,g/kg,RISK_OVERLIMIT,RISK,09.04.03,熏、烤水产品,09.04.03 > 09.04 > 09.0,熏、烤水产品 > 熟制水产品(可直接食用) > 水产及其制品(包括鱼类、甲壳类、贝类、软体类、棘皮类等水产及其加工制品等),supporting_rule_found,09.04,熟制水产品(可直接食用),阿斯巴甜,19.004,951,0.3,g/kg,,,1,GB 2760-2024,False
partial-dataset-v1.0.0,49,1,纽甜,纽甜,0.006g/kg,0.006,g/kg,SAFE,SAFE,09.03,预制水产品(半成品),09.03 > 09.0,预制水产品(半成品) > 水产及其制品(包括鱼类、甲壳类、贝类、软体类、棘皮类等水产及其加工制品等),supporting_rule_found,09.03,预制水产品(半成品),纽甜,19.019,961,0.01,g/kg,,,1,GB 2760-2024,False
partial-dataset-v1.0.0,49,2,普鲁兰多糖,普鲁兰多糖,24.0g/kg,24.0,g/kg,SAFE,SAFE,09.03,预制水产品(半成品),09.03 > 09.0,预制水产品(半成品) > 水产及其制品(包括鱼类、甲壳类、贝类、软体类、棘皮类等水产及其加工制品等),supporting_rule_found,09.03,预制水产品(半成品),普鲁兰多糖,14.011,1204,30.0,g/kg,,,1,GB 2760-2024,False
partial-dataset-v1.0.0,49,3,β-胡萝卜素,β-胡萝卜素,0.9g/kg,0.9,g/kg,SAFE,SAFE,09.03,预制水产品(半成品),09.03 > 09.0,预制水产品(半成品) > 水产及其制品(包括鱼类、甲壳类、贝类、软体类、棘皮类等水产及其加工制品等),supporting_rule_found,09.03,预制水产品(半成品),β-胡萝卜素,8.01,160a,1.0,g/kg,,,1,GB 2760-2024,False
partial-dataset-v1.0.0,49,4,阿斯巴甜,阿斯巴甜,0.5g/kg,0.5,g/kg,RISK_OVERLIMIT,RISK,09.03,预制水产品(半成品),09.03 > 09.0,预制水产品(半成品) > 水产及其制品(包括鱼类、甲壳类、贝类、软体类、棘皮类等水产及其加工制品等),supporting_rule_found,09.03,预制水产品(半成品),阿斯巴甜,19.004,951,0.3,g/kg,,,1,GB 2760-2024,False
partial-dataset-v1.0.0,50,1,海藻酸丙二醇酯,海藻酸丙二醇酯,5.0g/kg,5.0,g/kg,SAFE,SAFE,12.10.02.01,蛋黄酱、沙拉酱,12.10.02.01 > 12.10.02 > 12.10 > 12.0,蛋黄酱、沙拉酱 > 半固体复合调味料 > 复合调味料 > 调味品,supporting_rule_found,12.10.02,半固体复合调味料,海藻酸丙二醇酯,20.01,405,8.0,g/kg,,,1,GB 2760-2024,False
partial-dataset-v1.0.0,50,2,决明胶,决明胶,3g/kg,3.0,g/kg,RISK_OVERLIMIT,RISK,12.10.02.01,蛋黄酱、沙拉酱,12.10.02.01 > 12.10.02 > 12.10 > 12.0,蛋黄酱、沙拉酱 > 半固体复合调味料 > 复合调味料 > 调味品,supporting_rule_found,12.10.02,半固体复合调味料,决明胶,20.045,427,2.5,g/kg,,,1,GB 2760-2024,False
partial-dataset-v1.0.0,51,1,磷酸及磷酸盐,磷酸及磷酸盐,3.0g/kg,3.0,g/kg,SAFE,SAFE,06.06,"即食谷物,包括碾轧燕麦(片)",06.06 > 06.0,"即食谷物,包括碾轧燕麦(片) > 粮食和粮食制品,包括大米、面粉、杂粮、块根植物、豆类和玉米提取的淀粉等(不包括07.0类焙烤制品)",supporting_rule_found,06.06,"即食谷物,包括碾轧燕麦(片)","磷酸及磷酸盐[包括磷酸,焦磷酸二氢二钠,焦磷酸钠,磷酸二氢钙,磷酸二氢钾,磷酸氢二铵,磷酸氢二钾,磷酸氢钙,磷酸三钙,磷酸三钾,磷酸三钠,多聚磷酸钠(包括六偏磷酸钠),三聚磷酸钠,磷酸二氢钠,磷酸氢二钠,焦磷酸四钾,焦磷酸一氢三钠,聚偏磷酸钾,酸式焦磷酸钙]",1.106,338,5.0,g/kg,可单独或混合使用,磷酸根(PO43- ),1,GB 2760-2024,False
partial-dataset-v1.0.0,51,2,抗坏血酸棕榈酸酯,抗坏血酸棕榈酸酯,0.3g/kg,0.3,g/kg,RISK_OVERLIMIT,RISK,06.06,"即食谷物,包括碾轧燕麦(片)",06.06 > 06.0,"即食谷物,包括碾轧燕麦(片) > 粮食和粮食制品,包括大米、面粉、杂粮、块根植物、豆类和玉米提取的淀粉等(不包括07.0类焙烤制品)",supporting_rule_found,06.06,"即食谷物,包括碾轧燕麦(片)",抗坏血酸棕榈酸酯,4.011,304,0.2,g/kg,,以油脂中的含量计,1,GB 2760-2024,False
partial-dataset-v1.0.0,51,3,β-胡萝卜素,β-胡萝卜素,0.5g/kg,0.5,g/kg,RISK_OVERLIMIT,RISK,06.06,"即食谷物,包括碾轧燕麦(片)",06.06 > 06.0,"即食谷物,包括碾轧燕麦(片) > 粮食和粮食制品,包括大米、面粉、杂粮、块根植物、豆类和玉米提取的淀粉等(不包括07.0类焙烤制品)",supporting_rule_found,06.06,"即食谷物,包括碾轧燕麦(片)",β-胡萝卜素,8.01,160a,0.4,g/kg,,,1,GB 2760-2024,False
partial-dataset-v1.0.0,51,4,阿斯巴甜,阿斯巴甜,0.8g/kg,0.8,g/kg,SAFE,SAFE,06.06,"即食谷物,包括碾轧燕麦(片)",06.06 > 06.0,"即食谷物,包括碾轧燕麦(片) > 粮食和粮食制品,包括大米、面粉、杂粮、块根植物、豆类和玉米提取的淀粉等(不包括07.0类焙烤制品)",supporting_rule_found,06.06,"即食谷物,包括碾轧燕麦(片)",阿斯巴甜,19.004,951,1.0,g/kg,,,1,GB 2760-2024,False
partial-dataset-v1.0.0,52,1,乙二胺四乙酸二钠,乙二胺四乙酸二钠,0.15g/kg,0.15,g/kg,SAFE,SAFE,06.04.02.01,杂粮罐头,06.04.02.01 > 06.04.02 > 06.04 > 06.0,"杂粮罐头 > 杂粮制品 > 杂粮粉及其制品 > 粮食和粮食制品,包括大米、面粉、杂粮、块根植物、豆类和玉米提取的淀粉等(不包括07.0类焙烤制品)",supporting_rule_found,06.04.02.01,杂粮罐头,乙二胺四乙酸二钠,18.005,386,0.25,g/kg,,,1,GB 2760-2024,False
partial-dataset-v1.0.0,52,2,甜菊糖苷,甜菊糖苷,0.255g/kg,0.255,g/kg,RISK_OVERLIMIT,RISK,06.04.02.01,杂粮罐头,06.04.02.01 > 06.04.02 > 06.04 > 06.0,"杂粮罐头 > 杂粮制品 > 杂粮粉及其制品 > 粮食和粮食制品,包括大米、面粉、杂粮、块根植物、豆类和玉米提取的淀粉等(不包括07.0类焙烤制品)",supporting_rule_found,06.04.02.01,杂粮罐头,甜菊糖苷,19.008,960a,0.17,g/kg,,以甜菊醇当量计,1,GB 2760-2024,False
partial-dataset-v1.0.0,52,3,富马酸一钠,富马酸一钠,0.1g/kg,0.1,g/kg,RISK_FORBIDDEN,RISK,06.04.02.01,杂粮罐头,06.04.02.01 > 06.04.02 > 06.04 > 06.0,"杂粮罐头 > 杂粮制品 > 杂粮粉及其制品 > 粮食和粮食制品,包括大米、面粉、杂粮、块根植物、豆类和玉米提取的淀粉等(不包括07.0类焙烤制品)",no_authorization_on_category_path,,,,,,,,,,0,GB 2760-2024,False
partial-dataset-v1.0.0,53,1,安赛蜜,安赛蜜,0.25g/kg,0.25,g/kg,SAFE,SAFE,14.02.03,果蔬汁(浆)类饮料,14.02.03 > 14.02 > 14.0,果蔬汁(浆)类饮料 > 果蔬汁类及其饮料 > 饮料类,supporting_rule_found,14.0,饮料类[14.01包装饮用水、14.02.01果蔬汁(浆)、14.02.02浓缩果蔬汁(浆)除外],安赛蜜,19.011,950,0.3,g/kg,"以即饮状态计,相应的固体饮料按稀释倍数增加使用量",,1,GB 2760-2024,False
